xi_t,P_gg_with_CD,P_eg_with_CD,P_ge_with_CD,P_photon_with_CD,concurrence_target,concurrence_without_CD,concurrence_with_CD,bell_fidelity_without_CD,bell_fidelity_with_CD,conditional_bell_fidelity_with_CD,u1,u2,Omega_pi_over_xi,Omega_CD_over_xi
15.97,1.10144093722701e-19,0.628665026779183,0.367257068677424,0.00407790454329668,0.966571850764889,0.0142100817869991,0.961002965479164,0.502589105139651,0.978462530467885,0.982468945042617,0.548780156966314,0.713330455903873,0,0.0522502766527187
15.98,1.10144093722701e-19,0.628162345769249,0.367757890923578,0.00407976330707573,0.966839006402849,0.0142249289755191,0.961273445878344,0.502588711328668,0.978596841285586,0.982605639719936,0.549152447825435,0.713043889986678,0,0.052151701599334
15.99,1.10144093722701e-19,0.627660480427267,0.36825791317698,0.00408160639565686,0.967104606307729,0.0142397538877325,0.961542383269309,0.502588312847189,0.978730388436778,0.98274155264342,0.549523885891323,0.712757671887788,0,0.0520529719832722
16,1.10144093722701e-19,0.6271594335398,0.368757132592346,0.00408343386775728,0.96736865537397,0.0142545564843172,0.961809782421403,0.502587909721368,0.978863174276775,0.982876686225231,0.549894470811522,0.712471803632197,0,0.0519540885087412
16.01,1.10144093722701e-19,0.626659207880534,0.369255546336698,0.00408524578267154,0.967631158505069,0.0142693367261117,0.96207564811266,0.502587501977264,0.978995201164946,0.983011042882295,0.550264202239935,0.712186287240388,0,0.0518550518817156
16.02,1.10144093722701e-19,0.626159806210257,0.369753151589385,0.00408704220026049,0.96789212061343,0.0142840945741181,0.962339985129666,0.502587089640847,0.979126471464654,0.983144625036232,0.550633079836818,0.711901124728301,0,0.0517558628099372
16.03,1.10144093722701e-19,0.625661231276843,0.37024994554212,0.00408882318094014,0.968151546620212,0.0142988299895057,0.96260279826742,0.502586672737993,0.979256987543192,0.983277435113273,0.551001103268772,0.711616318107305,0,0.0516565220029152
16.04,1.10144093722701e-19,0.625163485815228,0.370745925399005,0.00409058878567039,0.968409441455182,0.0143135429336143,0.962864092329202,0.502586251294495,0.979386751771718,0.983409475544195,0.55136827220873,0.711331869384157,0,0.051557030171926
16.05,1.10144093722701e-19,0.6246665725474,0.37124108837656,0.00409233907594368,0.968665810056567,0.0143282333679577,0.96312387212643,0.502585825336058,0.979515766525195,0.983540748764241,0.551734586335953,0.711047780560979,0,0.0514573880300125
16.06,1.10144093722701e-19,0.624170494182374,0.371735431703756,0.00409407411377346,0.968920657370903,0.0143429012542267,0.963382142478532,0.502585394888306,0.979644034182331,0.983671257213045,0.552100045336018,0.710764053635218,0,0.0513575962919856
16.07,1.10144093722701e-19,0.623675253416183,0.372228952622038,0.00409579396168259,0.969173988352889,0.014357546554293,0.963638908212802,0.502584959976782,0.979771557125511,0.983801003334561,0.552464648900807,0.710480690599616,0,0.0512576556744227
16.08,1.10144093722701e-19,0.623180852931852,0.372721648385359,0.00409749868269168,0.969425807965237,0.0143721692302125,0.963894174164268,0.502584520626953,0.97989833774074,0.983929989576988,0.552828396728502,0.710197693442181,0,0.0511575668956688
16.09,1.10144093722701e-19,0.622687295399392,0.373213516260205,0.00409918834030721,0.969676121178524,0.0143867692442288,0.96414794517556,0.502584076864212,0.980024378417578,0.984058218392692,0.553191288523573,0.709915064146148,0,0.0510573306758358
16.1,1.10144093722701e-19,0.622194583475773,0.37370455352562,0.00410086299850969,0.969924932971044,0.0144013465587764,0.964400226096766,0.502583628713878,0.98014968154908,0.984185692238137,0.553553323996768,0.709632804689953,0,0.0509569477368027
16.11,1.10144093722701e-19,0.621702719804918,0.374194757473244,0.00410252272174164,0.970172248328659,0.0144159011364848,0.964651021785303,0.502583176201202,0.980274249531733,0.984312413573806,0.553914502865108,0.709350917047198,0,0.0508564188022156
