xi_t,P_gg_with_CD,P_eg_with_CD,P_ge_with_CD,P_photon_with_CD,concurrence_target,concurrence_without_CD,concurrence_with_CD,bell_fidelity_without_CD,bell_fidelity_with_CD,conditional_bell_fidelity_with_CD,u1,u2,Omega_pi_over_xi,Omega_CD_over_xi
2.64,1.10144093722701e-19,0.99999993988461,6.0066103120075e-08,4.9186839515967e-11,0.000490328273850268,1.58439083936715e-09,0.000490167724393101,0.50000000077971,0.500245083837553,0.500245083862209,0.000220647729863687,0.899999972952544,0,0.00113039912242073
2.65,1.10144093722701e-19,0.999999934124851,6.58194925402516e-08,5.55563140807648e-11,0.000513279422647345,1.76392053859751e-09,0.000513106180841286,0.500000000867859,0.500256553062592,0.500256553090435,0.000230975747797793,0.899999970361224,0,0.00116479583690768
2.66,1.10144093722701e-19,0.999999927915727,7.20215425361507e-08,6.26308638823121e-11,0.000536923287291711,1.96051694717421e-09,0.000536736573542479,0.500000000964362,0.500268368255406,0.500268368286788,0.000241615487988085,0.899999967567753,0,0.00119967046877869
2.67,1.10144093722701e-19,0.999999921229978,7.86994463791214e-08,7.04755690074111e-11,0.000561269409573583,2.17549815345769e-09,0.00056106841001776,0.500000001069862,0.500280534169721,0.500280534205029,0.000252571244253843,0.89999996455987,0,0.00123502136663595
2.68,1.10144093722701e-19,0.999999914039158,8.58815814884565e-08,7.91603365655841e-11,0.000586327298269188,2.41026089548104e-09,0.000586111163879356,0.500000001185037,0.500293055542309,0.500293055581963,0.000263847295559304,0.899999961324779,0,0.00127084688084878
2.69,1.10144093722701e-19,0.999999906313599,9.35975408278932e-08,8.87601711342281e-11,0.000612106429175825,2.66628386943233e-09,0.000611874274860698,0.50000000131061,0.500305937093,0.500305937137458,0.000275447906029528,0.899999957849139,0,0.00130714536355367
2.7,1.10144093722701e-19,0.99999989802238,1.01878164570988e-07,9.93554552695836e-11,0.000638616245146928,2.94513111597222e-09,0.00063836714884679,0.50000000144734,0.500319183524696,0.500319183574455,0.000287377324966282,0.899999954119039,0,0.00134391516865424
2.71,1.10144093722701e-19,0.999999889133296,1.10755572030021e-07,1.1103224023956e-10,0.000665866156127092,3.24845548435878e-09,0.000665599157904863,0.500000001596033,0.500332799523386,0.500332799578989,0.000299639786863895,0.899999950119998,0,0.00138115465182126
2.72,1.10144093722701e-19,0.999999879612824,1.20263193843136e-07,1.23882547130134e-10,0.000693865539187106,3.57800217430914e-09,0.000693579640315342,0.500000001757537,0.500346789758166,0.500346789820201,0.000312239511425141,0.899999945836936,0,0.00141886217049264
2.73,1.10144093722701e-19,0.999999869426091,1.3043580441443e-07,1.38004678472503e-10,0.000722623738558947,3.93561235548478e-09,0.000722317900603099,0.500000001932746,0.500361158881249,0.500361158950351,0.000325180703577093,0.89999994125417,0,0.00145703608387346
2.74,1.10144093722701e-19,0.999999858536842,1.41309554601755e-07,1.53503540533522e-10,0.000752150065670773,4.32322686444502e-09,0.000751823209569002,0.500000002122606,0.500375911527983,0.500375911604842,0.000338467553486996,0.899999936355395,0,0.00149567475293591
2.75,1.10144093722701e-19,0.999999846907405,1.52922004647027e-07,1.70490976407099e-10,0.000782453799181882,4.74288997887097e-09,0.000782104804321774,0.500000002328109,0.500391052316865,0.500391052402227,0.000352104236578123,0.899999931123668,0,0.00153477654041936
2.76,1.10144093722701e-19,0.999999834498657,1.65312157343854e-07,1.8908611003924e-10,0.000813544185017671,5.1967532688192e-09,0.000813171888310141,0.500000002550299,0.500406585849562,0.500406585944232,0.000366094913545637,0.899999925541394,0,0.00157433981083029
2.77,1.10144093722701e-19,0.999999821269993,1.78520491437341e-07,2.09415701314286e-10,0.000845430436404557,5.68707952472231e-09,0.000845033631355279,0.500000002790276,0.50042251671092,0.500422516815766,0.000380443730372453,0.899999919590312,0,0.00161436293044236
2.78,1.10144093722701e-19,0.99999980717929,1.92588995250944e-07,2.3161451232459e-10,0.000878121733904886,6.21624676181102e-09,0.000877699169683547,0.500000003049194,0.500438849468984,0.500438849584943,0.000395154818345083,0.899999913251479,0,0.00165484426729635
2.79,1.10144093722701e-19,0.999999792182873,2.07561200535309e-07,2.55825684940444e-10,0.000911627225451815,6.78675230059022e-09,0.000911177605959534,0.500000003328264,0.500455588675017,0.500455588803096,0.000410232294069499,0.899999906505254,0,0.00169578219120021
2.8,1.10144093722701e-19,0.999999776235482,2.2348221653403e-07,2.82201129791503e-10,0.000945956026384188,7.40121692295899e-09,0.000945478009319392,0.500000003628757,0.500472738863509,0.500472739004793,0.000425680259486981,0.899999899331281,0,0.00173717507372901
2.81,1.10144093722701e-19,0.999999759290233,2.40398764261299e-07,3.10901926765196e-10,0.000981117219481367,8.06238910352236e-09,0.000980609415404459,0.500000003952005,0.500490304552201,0.500490304707855,0.000441502801889959,0.89999989170848,0,0.00177902128822499
2.82,1.10144093722701e-19,0.99999974129859,2.58359210986465e-07,3.42098737121823e-10,0.00101711985499805,8.77314931560045e-09,0.00101658082639517,0.500000004299405,0.500508290242098,0.500508290413372,0.000457703993937867,0.899999883615022,0,0.00182131920979752
2.83,1.10144093722701e-19,0.999999722210323,2.77413604920559e-07,3.7597222732004e-10,0.00105397295069908,9.53651441139971e-09,0.00105340121104529,0.500000004672418,0.500526700417486,0.500526700605721,0.00047428789367298,0.899999875028321,0,0.00186406721532312
2.84,1.10144093722701e-19,0.999999701973476,2.97613710099822e-07,4.12713504640305e-10,0.00109168549189419,1.0355642075767e-08,0.00109107950471639,0.500000005072572,0.500545539545951,0.500545539752583,0.000491258544536254,0.899999865925014,0,0.00190726368344545
2.85,1.10144093722701e-19,0.999999680534334,3.1901304146139e-07,4.52524564687738e-10,0.00113026643147276,1.12338353529087e-08,0.00112962460941266,0.500000005501468,0.500564812078394,0.500564812304962,0.000508619975383166,0.899999856280944,0,0.00195090699457534
2.86,1.10144093722701e-19,0.999999657837381,3.41666900106217e-07,4.95618750849385e-10,0.00116972468993854,1.21745472454119e-08,0.00116904539381595,0.500000005960774,0.500584522449048,0.500584522697198,0.000526376200499545,0.899999846071151,0,0.00199499553089073
2.87,1.10144093722701e-19,0.99999963382527,3.65632408744466e-07,5.42221225774625e-10,0.00121006915544433,1.31813853848682e-08,0.0012093506933212,0.500000006452237,0.5006046750755,0.500604675346989,0.000544531219617404,0.899999835269847,0,0.00203952767633674
2.88,1.10144093722701e-19,0.999999608438783,3.90968547318513e-07,5.92569454940705e-10,0.00125130868382663,1.42581167733534e-08,0.00125054931007201,0.500000006977678,0.500625274358701,0.500625274655407,0.000563089017930765,0.899999823850404,0,0.0020845018166256
2.89,1.10144093722701e-19,0.999999581616797,4.17736188798843e-07,6.46913702358983e-10,0.00129345209864031,1.54086725949835e-08,0.00129265001299662,0.500000007538997,0.500646324682991,0.500646325006917,0.000582053566111489,0.899999811785339,0,0.00212991633923672
2.9,1.10144093722701e-19,0.999999553296247,4.4599813514806e-07,7.05517538470524e-10,0.00133650819119317,1.66371530967183e-08,0.0013356615378441,0.500000008138174,0.500667830416113,0.500667830769393,0.000601428820325093,0.899999799046297,0,0.00217576963341664
2.91,1.10144093722701e-19,0.999999523412088,4.75819153448357e-07,7.68658360273056e-10,0.00138048572058054,1.79478325375514e-08,0.00137959258722088,0.500000008777275,0.500689795909231,0.500689796294141,0.000621218722246567,0.899999785604029,0,0.00222206009017905
2.92,1.10144093722701e-19,0.999999491897259,5.07266012187713e-07,8.36627923714242e-10,0.00142539341371981,1.93451642051792e-08,0.00142445183062743,0.500000009458448,0.500712225496949,0.50071222591591,0.00064142719907619,0.899999771428387,0,0.00226878610230478
2.93,1.10144093722701e-19,0.999999458682649,5.40407517700243e-07,9.09732888379404e-10,0.00147123996538492,2.0833785499207e-08,0.0014702479044954,0.500000010183933,0.500735123497331,0.500735123952916,0.000662058163555341,0.899999756488294,0,0.0023159460643418
2.94,1.10144093722701e-19,0.999999423697053,5.75314550756031e-07,9.88295374494602e-10,0.00151803403824089,2.24185230799063e-08,0.00151698941222483,0.500000010956058,0.500758494211915,0.500758494706862,0.000683115513982302,0.899999740751737,0,0.00236353837260525
2.95,1.10144093722701e-19,0.999999386867143,6.12060103295928e-07,1.07265353225911e-09,0.00156578426287821,2.41043980815031e-08,0.00156468492422183,0.500000011777243,0.500782341925734,0.50078234246295,0.000704603134228067,0.899999724185748,0,0.0024115614251774
2.96,1.10144093722701e-19,0.999999348117422,6.50719315306704e-07,1.16316212351384e-09,0.00161449923784724,2.58966313889329e-08,0.00161334297793633,0.500000012650006,0.500806670907337,0.500806671489907,0.000726524893752133,0.899999706756385,0,0.00246001362190765
2.97,1.10144093722701e-19,0.999999307370194,6.9136951183212e-07,1.26019311574539e-09,0.00166418752969264,2.78006489769658e-08,0.00166297207790027,0.500000013576962,0.500831485408803,0.500831486039998,0.000748884647618302,0.899999688428715,0,0.00250889336441258
2.98,1.10144093722701e-19,0.999999264545523,7.34090240115359e-07,1.36413628841772e-09,0.00171485767298765,2.98220873105621e-08,0.00171358069576592,0.500000014560825,0.500856789665764,0.500856790349052,0.000771686236510469,0.899999669166802,0,0.0025581990560759
2.99,1.10144093722701e-19,0.999999219561193,7.78963306868419e-07,1.47539985161662e-09,0.00176651817036838,3.19667988052841e-08,0.00176517727034451,0.500000015604413,0.500882587897422,0.500882588636474,0.000794933486748408,0.899999648933682,0,0.00260792910204845
3,1.10144093722701e-19,0.999999172332673,8.26072815664037e-07,1.59441107698416e-09,0.00181917749256813,3.42408573465518e-08,0.00181777020764513,0.500000016710651,0.500908884306567,0.500908885105272,0.000818630210303553,0.899999627691356,0,0.00265808190924824
3.01,1.10144093722701e-19,0.999999122773078,8.75505204445751e-07,1.72161694091359e-09,0.00187284407845154,3.66505638664948e-08,0.00187136788091387,0.500000017882568,0.500935683079598,0.500935683942068,0.00084278020481478,0.899999605400762,0,0.00270865588636041
3.02,1.10144093722701e-19,0.999999070793132,9.27349283151741e-07,1.85748477996712e-09,0.00192752633504881,3.92024519771129e-08,0.00192597863067316,0.50000001912331,0.500962988386544,0.500962989317125,0.000867387253604178,0.899999582021765,0,0.00275964944383726
3.03,1.10144093722701e-19,0.999999016301125,9.81696271448139e-07,2.00250295847206e-09,0.00198323263758979,4.19032936584269e-08,0.00198161076476146,0.50000002043613,0.500990804381079,0.500990805384365,0.000892455125692814,0.89999955751314,0,0.00281106099389823
3.04,1.10144093722701e-19,0.999998959202881,1.0386398365675e-06,2.15718154824285e-09,0.00203997132953814,4.47601050002625e-08,0.00203827255837305,0.500000021824402,0.501019135200545,0.501019136281385,0.0009179875758165,0.899999531832551,0,0.00286288895052989
3.05,1.10144093722701e-19,0.999998899401715,1.09827613124821e-06,2.32205302036967e-09,0.00209775072262532,4.77801519962777e-08,0.00209597225409821,0.500000023291615,0.501047984965972,0.501047986129483,0.000943988344441554,0.899999504936534,0,0.00291513172948597
3.06,1.10144093722701e-19,0.999998836798395,1.16070383177053e-06,2.4976729490061e-09,0.00215657909688464,5.09709563888055e-08,0.00215471806196353,0.500000024841383,0.501077357782095,0.501077359033673,0.000970461157780552,0.899999476780482,0,0.00296778774828737
3.07,1.10144093722701e-19,0.999998771291103,1.22602417608513e-06,2.68462072708143e-09,0.00221646470068516,5.43403015630564e-08,0.00221451815947245,0.500000026477441,0.501107257737376,0.501107259082709,0.000997409727808074,0.899999447318627,0,0.00302085542622208
3.08,1.10144093722701e-19,0.999998702775397,1.29434100202998e-06,2.88350029385538e-09,0.00227741575076567,5.78962384891859e-08,0.00227538069164611,0.500000028203654,0.501137688904023,0.501137690349104,0.00102483775227645,0.899999416504023,0,0.00307433318434529
3.09,1.10144093722701e-19,0.999998631144173,1.36576078563135e-06,3.09494087422587e-09,0.00233944043226854,6.16470917107053e-08,0.00233731377106433,0.500000030024014,0.501168655338011,0.501168656889149,0.00105274891473149,0.899999384288524,0,0.0031282194454793
3.1,1.10144093722701e-19,0.999998556287622,1.44039267948496e-06,3.31959772969247e-09,0.00240254689877349,6.56014653776739e-08,0.00240032547790688,0.500000031942648,0.501200161079104,0.501200162742938,0.00108114688452825,0.899999350622773,0,0.00318251263421358
3.11,1.10144093722701e-19,0.999998478093195,1.518348551213e-06,3.55815292087149e-09,0.00246674327233141,6.97682493230881e-08,0.00246442385999488,0.500000033963816,0.501232210150871,0.501232211934382,0.00111003531684671,0.899999315456182,0,0.00323721117690473
3.12,1.10144093722701e-19,0.999998396445561,1.59974302199327e-06,3.81131608145063e-09,0.00253203764349808,7.41566251808466e-08,0.00252961693283252,0.500000036091918,0.501264806560708,0.501264808471237,0.00113941785270752,0.899999278736909,0,0.00329231350167649
3.13,1.10144093722701e-19,0.999998311226569,1.68469350515611e-06,4.07982520346417e-09,0.00259843807136778,7.87760725436419e-08,0.00259591267964889,0.500000038331495,0.501297954299862,0.50129795634512,0.00116929811898772,0.899999240411851,0,0.00334781803841977
3.14,1.10144093722701e-19,0.999998222315207,1.77332024484536e-06,4.36444743376205e-09,0.00266595258360696,8.36363751590965e-08,0.00266331905144008,0.500000040687231,0.501331657343446,0.501331659531532,0.00119967972843644,0.899999200426617,0,0.0034037232187926
3.15,1.10144093722701e-19,0.999998129587565,1.86574635473935e-06,4.66597988153932e-09,0.00273458917648779,8.87476271624385e-08,0.00273184396701142,0.500000043163958,0.501365919650465,0.501365921989879,0.00123056627969063,0.899999158725513,0,0.00346002747622019
3.16,1.10144093722701e-19,0.999998032916792,1.96209785682788e-06,4.98525043678468e-09,0.00280435581492163,9.41202393439747e-08,0.00280149531301991,0.500000045766655,0.501400745163834,0.501400747663493,0.00126196135729071,0.899999115251528,0,0.00351672924589486
3.17,1.10144093722701e-19,0.99999793217306,2.06250372024148e-06,5.32311859950031e-09,0.0028752604324925,9.97649454496007e-08,0.00287228094401695,0.500000048500457,0.501436137810399,0.501436140479653,0.0012938685316963,0.89999906994631,0,0.00357382696477608
3.18,1.10144093722701e-19,0.999997827223523,2.16709590012896e-06,5.68047631953755e-09,0.00294731093149051,1.05692808512553e-07,0.00294420868249108,0.500000051370652,0.501472101500957,0.501472104349608,0.00132629135930187,0.899999022750153,0,0.0036313190715905
3.19,1.10144093722701e-19,0.999997717932274,2.27600937657948e-06,6.05824884688628e-09,0.00302051518294511,1.11915227214583e-07,0.00301728631891104,0.500000054382688,0.501508640130281,0.501508643168595,0.00135923338245248,0.899998973601977,0,0.00368920400683187
3.2,1.10144093722701e-19,0.99999760416031,2.38938219358528e-06,6.45739559224852e-09,0.00309488102665846,1.1844394227471e-07,0.00309152161176893,0.500000057542173,0.501545757577136,0.501545760815866,0.00139269812945937,0.899998922439311,0,0.00374748021276112
3.21,1.10144093722701e-19,0.99999748576549,2.50735549804139e-06,6.87891099772069e-09,0.00317041627123854,1.25291042863686e-07,0.00316692228762353,0.500000060854881,0.501583457704306,0.501583461154705,0.00142668911461569,0.899998869198273,0,0.00380614613340631
3.22,1.10144093722701e-19,0.999997362602495,2.63007357877848e-06,7.32382541740115e-09,0.00324712869413239,1.32468973042268e-07,0.00324349604114387,0.50000006432675,0.501621744358609,0.50162174803245,0.00146120983821213,0.899998813813557,0,0.00386520021456265
3.23,1.10144093722701e-19,0.999997234522788,2.75768390562526e-06,7.79320600773381e-09,0.00332502604165918,1.39990538221394e-07,0.00332125053515284,0.500000067963891,0.501660621370923,0.501660625280518,0.00149626378655258,0.899998756218408,0,0.00392464090379249
3.24,1.10144093722701e-19,0.999997101374573,2.89033716849653e-06,8.28815762739113e-09,0.0034041160290432,1.4786891164231e-07,0.00340019340067104,0.500000071772587,0.501700092556206,0.501700096714426,0.00153185443196976,0.899998696344611,0,0.00398446665042534
3.25,1.10144093722701e-19,0.999996963002759,3.02818731650352e-06,8.8098237464945e-09,0.00348440634044683,1.56117640874689e-07,0.00348033223696072,0.500000075759298,0.501740161713518,0.501740166133811,0.00156798523284085,0.899998634122469,0,0.00404467590555784
3.26,1.10144093722701e-19,0.999996819248915,3.17139159708269e-06,9.35938736496235e-09,0.00356590462900349,1.64750654330757e-07,0.00356167461156991,0.500000079930662,0.501780832626041,0.501780837322453,0.00160465963360317,0.899998569480785,0,0.00410526712205379
3.27,1.10144093722701e-19,0.999996669951232,3.32011059513939e-06,9.93807193977095e-09,0.0036486185168504,1.73782267793424e-07,0.00364422806037668,0.500000084293498,0.501822109061102,0.501822114048297,0.00164188106476974,0.899998502346848,0,0.00416623875454412
3.28,1.10144093722701e-19,0.999996514944485,3.47450827220295e-06,1.05471423209059e-08,0.00373255559516138,1.83227190956387e-07,0.00372800008763344,0.500000088854814,0.501863994770195,0.501864000063477,0.00167965294294493,0.899998432646408,0,0.00422758925942692
3.29,1.10144093722701e-19,0.999996354059988,3.63475200558959e-06,1.11879056957771e-08,0.00381772342417951,1.93100533974164e-07,0.00381299816601153,0.5000000936218,0.501906493489003,0.501906499104336,0.00171797867084003,0.899998360303666,0,0.00428931709486742
3.3,1.10144093722701e-19,0.999996187125559,3.80101262756957e-06,1.18617125418642e-08,0.00390412953324978,2.03417814019998e-07,0.00389922973664577,0.500000098601843,0.501949608937416,0.501949614891449,0.00175686163728892,0.899998285241248,0,0.004351420720798
3.31,1.10144093722701e-19,0.999996013965477,3.97346446453523e-06,1.2569957587351e-08,0.00399178142085163,2.14194961849551e-07,0.00398670220917926,0.500000103802518,0.50199334481956,0.501993351129646,0.00179630521726357,0.899998207380196,0,0.00441389859891818
3.32,1.10144093722701e-19,0.999995834400442,4.15228537616636e-06,1.33140807795068e-08,0.00408068655463139,2.2544832836828e-07,0.00407542296180813,0.500000109231602,0.502037704823813,0.502037711508034,0.00183631277188969,0.899998126639941,0,0.00447674919269462
3.33,1.10144093722701e-19,0.999995648247536,4.33765679458955e-06,1.40955682605619e-08,0.00417085237143475,2.37194691200395e-07,0.00416539934132655,0.500000114897069,0.502082692622829,0.50208269970002,0.00187688764846225,0.899998042938292,0,0.00453997096736114
3.34,1.10144093722701e-19,0.999995455320182,4.52976376352812e-06,1.49159533508223e-08,0.00426228627733901,2.49451261257264e-07,0.00425663866317176,0.500000120807095,0.502128311873559,0.502128319363332,0.0019180331804611,0.899997956191412,0,0.0046035623899187
3.35,1.10144093722701e-19,0.999995255428104,4.72879497743917e-06,1.57768175387616e-08,0.00435499564768538,2.62235689303121e-07,0.00434914821146919,0.500000126970065,0.502174566217275,0.502174574140043,0.00195975268756648,0.899997866313806,0,0.0046675219291354
3.36,1.10144093722701e-19,0.999995048377287,4.93494282063449e-06,1.66797914778254e-08,0.00444898782711114,2.75566072515916e-07,0.00444293523907767,0.500000133394569,0.502221459279592,0.502221467656593,0.00200204947567461,0.899997773218299,0,0.00473184805554651
3.37,1.10144093722701e-19,0.999994833969937,5.14840340638205e-06,1.76265559896751e-08,0.00454427012958168,2.89460961041152e-07,0.0045380069676347,0.50000014008941,0.502268994670489,0.502269003523812,0.00204492683691317,0.899997676816019,0,0.00479653924145441
3.38,1.10144093722701e-19,0.99999461200444,5.36937661598471e-06,1.86188430735967e-08,0.00464084983842262,3.03939364536509e-07,0.00463437058760188,0.500000147063607,0.502317175984329,0.502317185336945,0.00208838804965689,0.89999757701638,0,0.00486159396092864
3.39,1.10144093722701e-19,0.999994382275324,5.59806613783287e-06,1.9658436921793e-08,0.00473873420635162,3.19020758705079e-07,0.00473203325831025,0.500000154326394,0.502366006799886,0.502366016675667,0.00213243637854303,0.899997473727061,0,0.0049270106898059
3.4,1.10144093722701e-19,0.999994144573218,5.83467950642796e-06,2.07471749402747e-08,0.00483793045551033,3.34725091814999e-07,0.00483100210800588,0.500000161887228,0.502415490680365,0.502415501104118,0.00217707507448692,0.899997366853993,0,0.00499278790569003
3.41,1.10144093722701e-19,0.999993898684809,6.0794281413734e-06,2.18869487750608e-08,0.00493844577749607,3.51072791203268e-07,0.00493128423389532,0.500000169755785,0.502465631173423,0.502465642170913,0.00222230737469743,0.899997256301336,0,0.005058924087952
3.42,1.10144093722701e-19,0.999993644392807,6.33252738632993e-06,2.30797053433955e-08,0.00504028733339356,3.68084769761538e-07,0.00503288670219123,0.500000177941972,0.502516431811192,0.502516443409174,0.00226813650269249,0.899997141971465,0,0.00512541771772993
3.43,1.10144093722701e-19,0.999993381475903,6.59419654793224e-06,2.43274478696834e-08,0.00514346225380649,3.85782432401648e-07,0.00513581654815804,0.500000186455921,0.502567896110305,0.50256790833655,0.00231456566831455,0.899997023764949,0,0.00519226727792911
3.44,1.10144093722701e-19,0.999993109708727,6.86465893466359e-06,2.56322369258432e-08,0.00524797763888904,4.04187682498657e-07,0.00524008077615758,0.500000195308,0.50262002757191,0.502620040455237,0.00236159806774609,0.899996901580537,0,0.00525947125322196
3.45,1.10144093722701e-19,0.999992828861812,7.14414189568545e-06,2.69961914757734e-08,0.00535384055837728,4.23322928309144e-07,0.00534568635969477,0.500000204508807,0.502672829681701,0.502672843252004,0.00240923688352502,0.899996775315134,0,0.00532702813004802
3.46,1.10144093722701e-19,0.99999253870155,7.43287685961902e-06,2.84214899236245e-08,0.00546105805162051,4.43211089362522e-07,0.00545264024146337,0.50000021406918,0.502726305909936,0.502726320198218,0.00245748528456019,0.899996644863788,0,0.00539493639661402
3.47,1.10144093722701e-19,0.999992238990155,7.73109937327572e-06,2.99103711655651e-08,0.00556963712761246,4.6387560282314e-07,0.00556094933339169,0.500000224000199,0.50278045971146,0.502780474749861,0.00250634642614681,0.899996510119674,0,0.00546319454289382
3.48,1.10144093722701e-19,0.999991929485623,8.03904914033337e-06,3.1465135644727e-08,0.00567958476502252,4.85340429820874e-07,0.00567062051668835,0.500000234313183,0.502835294525726,0.502835310347558,0.00255582344998188,0.899996370974068,0,0.0055318010606284
3.49,1.10144093722701e-19,0.999991609941693,8.35697005995525e-06,3.3088146409015e-08,0.00579090791222665,5.07630061747997e-07,0.00578166064188799,0.500000245019699,0.50289081377682,0.502890830416596,0.00260591948417962,0.899996227316338,0,0.00560075444332593
3.5,1.10144093722701e-19,0.999991280107803,8.68511026534904e-06,3.47818301714593e-08,0.00590361348733846,5.3076952652005e-07,0.00589407652889706,0.500000256131564,0.502947020873483,0.502947038366952,0.00265663764328685,0.899996079033921,0,0.0056700531862617
3.51,1.10144093722701e-19,0.999990939729059,9.0237221622627e-06,3.65486783727908e-08,0.00601770837824002,5.54784394798456e-07,0.00600787496703951,0.500000267660843,0.50300391920913,0.50300393759331,0.00270798102829843,0.899995926012307,0,0.00573969578647813
3.52,1.10144093722701e-19,0.999990588546183,9.37306246741426e-06,3.83912482459132e-08,0.00613319944261259,5.79700786172623e-07,0.00612306271510254,0.500000279619859,0.503061512161877,0.503061531475088,0.00275995272667265,0.899995768135021,0,0.00580968074278483
3.53,1.10144093722701e-19,0.999990226295488,9.73339224685269e-06,4.0312163881948e-08,0.00625009350796732,6.05545375299283e-07,0.00623964650138226,0.500000292021188,0.503119803094559,0.503119823376458,0.00281255581234656,0.899995605283605,0,0.00588000655575852
3.54,1.10144093722701e-19,0.999989852708827,1.0104976954247e-05,4.2314117297523e-08,0.0063683973716758,6.32345397996809e-07,0.00635763302372935,0.500000304877667,0.503178795354756,0.503178816646374,0.00286579334575138,0.899995437337601,0,0.00595067172774308
3.55,1.10144093722701e-19,0.99998946751356,1.04880864691006e-05,4.43998695029767e-08,0.00648811780100053,6.60128657292265e-07,0.00647702894959475,0.500000318202394,0.503238492274812,0.503238514618587,0.00291966837382784,0.899995264174533,0,0.00602167476284952
3.56,1.10144093722701e-19,0.999989070432512,1.08829951348886e-05,4.65722515711459e-08,0.00660926153312526,6.88923529418926e-07,0.00659784091607514,0.500000332008733,0.503298897171861,0.503298920611676,0.00297418393004153,0.899995085669889,0,0.00609301416695604
3.57,1.10144093722701e-19,0.999988661183936,1.12899817971139e-05,4.88341657064062e-08,0.00673183527518525,7.1875896976205e-07,0.00672007552995856,0.500000346310315,0.503360013347846,0.503360037929064,0.00302934303439821,0.899994901697104,0,0.00616468844770792
3.58,1.10144093722701e-19,0.999988239481471,1.17093298412812e-05,5.11885863136326e-08,0.0068558457042974,7.49664518750646e-07,0.00684373936776982,0.500000361121039,0.503421844089541,0.503421869859046,0.00308514869345917,0.899994712127543,0,0.00623669611451764
3.59,1.10144093722701e-19,0.999987805034107,1.21413272307845e-05,5.36385610667468e-08,0.00698129946759035,7.81670307693019e-07,0.006968838975816,0.500000376455076,0.503484392668577,0.503484419674808,0.00314160390035648,0.899994516830482,0,0.0063090356785648
3.6,1.10144093722701e-19,0.999987357546142,1.25862665447065e-05,5.61872119765166e-08,0.00710820318223437,8.14807064553858e-07,0.00709538087023169,0.500000392326874,0.503547662341459,0.503547690634451,0.00319871163480837,0.899994315673092,0,0.00638170565279616
3.61,1.10144093722701e-19,0.999986896717147,1.30444450155261e-05,5.8837736457274e-08,0.00723656343547116,8.49106119670668e-07,0.00722337153702434,0.500000408751155,0.503611656349593,0.503611685981016,0.00325647486313442,0.89999410852042,0,0.00645470455192561
3.62,1.10144093722701e-19,0.999986422241924,1.35161645667324e-05,6.15934083922178e-08,0.00736638678464364,8.84599411407325e-07,0.0073528174321194,0.500000425742924,0.503676377919305,0.503676408942503,0.00331489653827089,0.899993895235374,0,0.0065280308924342
3.63,1.10144093722701e-19,0.999985933810469,1.4001731850342e-05,6.4457579196967e-08,0.0074976797572255,9.21319491742576e-07,0.00748372498140546,0.500000443317463,0.503741830261862,0.503741862731895,0.00337397959978597,0.899993675678702,0,0.00660168319257011
3.64,1.10144093722701e-19,0.999985431107935,1.45014582843169e-05,6.74336788810305e-08,0.00763044885085072,9.5929953179128e-07,0.00761610058077921,0.500000461490343,0.5038080165735,0.503808050547181,0.00343372697389501,0.899993449708979,0,0.00667565997234869
3.65,1.10144093722701e-19,0.999984913814592,1.50156600898799e-05,7.05252171068609e-08,0.00776470053334294,9.98573327256242e-07,0.00774995059619035,0.500000480277417,0.503874940035436,0.503874975571379,0.00349414157347577,0.899993217182588,0,0.00674995975355241
3.66,1.10144093722701e-19,0.999984381605786,1.55446583287268e-05,7.37357842461599e-08,0.00790044124274472,1.03917530380844e-06,0.00788528136368641,0.500000499694829,0.5039426038139,0.503942640972557,0.00355522629808365,0.8999929779537,0,0.00682458105973091
3.67,1.10144093722701e-19,0.999983834151906,1.60887789401296e-05,7.70690524331047e-08,0.00803767738734669,1.08114052239357e-06,0.00802209918945739,0.500000519759014,0.504011011060152,0.504011049903857,0.00361698403396685,0.899992731874262,0,0.00689952241620095
3.68,1.10144093722701e-19,0.999983271118344,1.66483527779318e-05,8.05287766141655e-08,0.0081764153457166,1.12450468446269e-06,0.00816041034988032,0.500000540486699,0.504080164910501,0.504080205503514,0.00367941765408161,0.899992478793977,0,0.00697478235004646
3.69,1.10144093722701e-19,0.999982692165456,1.72237156474305e-05,8.4118795594185e-08,0.00831666146672821,1.16930413712489e-06,0.00830022109156373,0.500000561894907,0.504150068486334,0.504150110894885,0.00374253001810738,0.899992218560285,0,0.00705035939011849
3.7,1.10144093722701e-19,0.999982096948524,1.78152083421433e-05,8.7843033078394e-08,0.00845842206959009,1.21557587821995e-06,0.00844153763139186,0.500000584000956,0.504220724894129,0.504220769186462,0.00380632397246199,0.89999195101835,0,0.00712625206703527
3.71,1.10144093722701e-19,0.99998148511772,1.84231766804588e-05,9.1705498710039e-08,0.0086017034438743,1.26335756130876e-06,0.0085843661565689,0.500000606822466,0.504292137225485,0.504292183471902,0.00387080235031679,0.899991676011042,0,0.00720245891318214
3.72,1.10144093722701e-19,0.999980856318068,1.90479715421673e-05,9.57102891032984e-08,0.00874651184954493,1.31268750057955e-06,0.00872871282466291,0.500000630377357,0.504364308557136,0.504364356830046,0.0039359679716118,0.899991393378918,0,0.00727897846271162
3.73,1.10144093722701e-19,0.999980210189405,1.96899489048683e-05,9.98615888711678e-08,0.00889285351698654,1.36360467566788e-06,0.00887458376364973,0.500000654683851,0.50443724195098,0.50443729232494,0.00400182364307083,0.899991102960207,0,0.00735580925154335
