map,x,y,final_Bell_fidelity,final_concurrence,final_atomic_population,max_norm_error
loading,-0.05,0,0.989750269388783,0.98974038760707,0.989760151170495,2.3163138074267e-11
loading,-0.05,0.00833333333333333,0.98975026938878,0.989740387607067,0.989760151170492,2.31639152303842e-11
loading,-0.05,0.0166666666666667,0.989750269388783,0.98974038760707,0.989760151170495,2.3163138074267e-11
loading,-0.05,0.025,0.989750269388783,0.98974038760707,0.989760151170495,2.31621388735448e-11
loading,-0.05,0.0333333333333333,0.989750269388784,0.989740387607072,0.989760151170497,2.31630270519645e-11
loading,-0.05,0.0416666666666667,0.989750269388786,0.989740387607073,0.989760151170498,2.31620278512423e-11
loading,-0.05,0.05,0.989750269388785,0.989740387607073,0.989760151170498,2.31625829627546e-11
loading,-0.05,0.0583333333333333,0.989750269388784,0.989740387607071,0.989760151170496,2.31621388735448e-11
loading,-0.05,0.0666666666666667,0.989750269388782,0.989740387607069,0.989760151170494,2.31620278512423e-11
loading,-0.05,0.075,0.989750269388783,0.98974038760707,0.989760151170495,2.31615837620325e-11
loading,-0.05,0.0833333333333333,0.98975026938878,0.989740387607068,0.989760151170493,2.31638042080817e-11
loading,-0.05,0.0916666666666667,0.989750269388783,0.98974038760707,0.989760151170495,2.31648034088039e-11
loading,-0.05,0.1,0.989750269388777,0.989740387607065,0.98976015117049,2.31662466987359e-11
loading,-0.0416666666666667,-0.1,0.991620792827125,0.991610892369888,0.991630693284361,2.31580310483537e-11
loading,-0.0416666666666667,-0.0916666666666667,0.991620792827127,0.99161089236989,0.991630693284364,2.31563657138167e-11
loading,-0.0416666666666667,-0.0833333333333333,0.991620792827131,0.991610892369894,0.991630693284368,2.31566987807241e-11
loading,-0.0416666666666667,-0.075,0.99162079282713,0.991610892369893,0.991630693284367,2.31581420706561e-11
loading,-0.0416666666666667,-0.0666666666666667,0.991620792827131,0.991610892369895,0.991630693284368,2.31579200260512e-11
loading,-0.0416666666666667,-0.0583333333333333,0.991620792827129,0.991610892369893,0.991630693284366,2.31570318476315e-11
loading,-0.0416666666666667,-0.05,0.991620792827129,0.991610892369892,0.991630693284365,2.3155699580002e-11
loading,-0.0416666666666667,-0.0416666666666667,0.991620792827129,0.991610892369892,0.991630693284365,2.31583641152611e-11
loading,-0.0416666666666667,-0.0333333333333333,0.991620792827132,0.991610892369895,0.991630693284369,2.31579200260512e-11
loading,-0.0416666666666667,-0.025,0.991620792827127,0.99161089236989,0.991630693284364,2.31559216246069e-11
loading,-0.0416666666666667,-0.0166666666666667,0.991620792827123,0.991610892369886,0.99163069328436,2.31598074051931e-11
loading,-0.0416666666666667,-0.00833333333333333,0.991620792827125,0.991610892369888,0.991630693284362,2.31578090037488e-11
loading,-0.0416666666666667,0,0.99162079282713,0.991610892369893,0.991630693284367,2.31563657138167e-11
loading,-0.0416666666666667,0.00833333333333333,0.991620792827124,0.991610892369887,0.991630693284361,2.31584751375635e-11
loading,-0.0416666666666667,0.0166666666666667,0.991620792827123,0.991610892369886,0.99163069328436,2.31598074051931e-11
loading,-0.0416666666666667,0.025,0.991620792827124,0.991610892369887,0.991630693284361,2.3158586159866e-11
loading,-0.0416666666666667,0.0333333333333333,0.991620792827133,0.991610892369896,0.99163069328437,2.3157142869934e-11
loading,-0.0416666666666667,0.0416666666666667,0.991620792827129,0.991610892369892,0.991630693284366,2.31575869591438e-11
loading,-0.0416666666666667,0.05,0.991620792827128,0.991610892369891,0.991630693284365,2.31569208253291e-11
loading,-0.0416666666666667,0.0583333333333333,0.991620792827129,0.991610892369893,0.991630693284367,2.31570318476315e-11
loading,-0.0416666666666667,0.0666666666666667,0.991620792827132,0.991610892369895,0.991630693284369,2.31566987807241e-11
loading,-0.0416666666666667,0.075,0.991620792827129,0.991610892369892,0.991630693284366,2.31581420706561e-11
loading,-0.0416666666666667,0.0833333333333333,0.991620792827129,0.991610892369893,0.991630693284366,2.31576979814463e-11
loading,-0.0416666666666667,0.0916666666666667,0.991620792827126,0.991610892369889,0.991630693284363,2.31573649145389e-11
loading,-0.0416666666666667,0.1,0.991620792827123,0.991610892369886,0.99163069328436,2.31594743382857e-11
loading,-0.0333333333333333,-0.1,0.993152972373861,0.993143056619163,0.993162888128558,2.31509256209961e-11
loading,-0.0333333333333333,-0.0916666666666667,0.993152972373861,0.993143056619164,0.993162888128559,2.31510366432985e-11
loading,-0.0333333333333333,-0.0833333333333333,0.993152972373863,0.993143056619166,0.993162888128561,2.3149704375669e-11
loading,-0.0333333333333333,-0.075,0.99315297237386,0.993143056619163,0.993162888128558,2.31513697102059e-11
loading,-0.0333333333333333,-0.0666666666666667,0.993152972373869,0.993143056619172,0.993162888128567,2.31508145986936e-11
loading,-0.0333333333333333,-0.0583333333333333,0.993152972373864,0.993143056619166,0.993162888128561,2.31519248217182e-11
loading,-0.0333333333333333,-0.05,0.993152972373865,0.993143056619167,0.993162888128563,2.31522578886256e-11
loading,-0.0333333333333333,-0.0416666666666667,0.993152972373857,0.99314305661916,0.993162888128555,2.31545893569773e-11
loading,-0.0333333333333333,-0.0333333333333333,0.993152972373861,0.993143056619164,0.993162888128559,2.31504815317862e-11
loading,-0.0333333333333333,-0.025,0.993152972373861,0.993143056619164,0.993162888128559,2.31507035763912e-11
loading,-0.0333333333333333,-0.0166666666666667,0.993152972373862,0.993143056619164,0.993162888128559,2.31524799332306e-11
loading,-0.0333333333333333,-0.00833333333333333,0.993152972373856,0.993143056619158,0.993162888128553,2.3155699580002e-11
loading,-0.0333333333333333,0,0.993152972373861,0.993143056619164,0.993162888128559,2.31517027771133e-11
loading,-0.0333333333333333,0.00833333333333333,0.993152972373857,0.993143056619159,0.993162888128554,2.31548114015823e-11
loading,-0.0333333333333333,0.0166666666666667,0.993152972373862,0.993143056619165,0.99316288812856,2.31521468663232e-11
loading,-0.0333333333333333,0.025,0.993152972373862,0.993143056619165,0.99316288812856,2.31503705094838e-11
loading,-0.0333333333333333,0.0333333333333333,0.993152972373861,0.993143056619164,0.993162888128559,2.31503705094838e-11
loading,-0.0333333333333333,0.0416666666666667,0.993152972373859,0.993143056619161,0.993162888128556,2.31530350447429e-11
loading,-0.0333333333333333,0.05,0.993152972373866,0.993143056619169,0.993162888128563,2.31514807325084e-11
